,d,Sr,Oob,year,season,phase
771,115.575,0.709936575,-15.72745932,9,2,2
772,115.725,0.710300075,-16.00456702,9,2,2
773,115.875,0.7101618,-16.28167471,9,2,2
774,116.025,0.7093925,-16.5587824,9,2,2
775,116.175,0.71022605,-16.51481747,9,2,2
776,116.325,0.710455,-16.4147508,9,2,2
777,116.475,0.710318775,-16.31468413,9,2,2
778,116.625,0.710088125,-16.21461747,9,2,2
779,116.776,0.710715775,-16.1145508,9,2,2
780,116.925,0.7104097,-16.01448413,9,2,2
781,117.075,0.71060325,-16.0302056,9,2,2
782,117.225,0.7104657,-16.06552325,9,2,2
783,117.375,0.7112929,-16.10084089,9,2,2
784,117.525,0.71195435,-16.13615854,9,2,2
785,117.675,0.7117847,-16.17147619,9,2,2
786,117.825,0.7120194,-16.1422524,8,1,2
787,117.975,0.712160675,-15.8420524,8,1,2
788,118.125,0.71170425,-15.5418524,8,1,2
789,118.275,0.712002325,-15.2416524,8,1,2
790,118.425,0.7120753,-14.9414524,8,1,2
791,118.575,0.71212355,-14.86105677,8,1,2
792,118.725,0.7120976,-14.97651831,8,1,2
793,118.875,0.7121017,-15.09197985,8,1,2
794,119.025,0.712022925,-15.20744138,8,1,2
795,119.175,0.7122517,-15.2369496,8,1,2
796,119.325,0.71257065,-14.91909078,8,1,2
797,119.475,0.7124795,-14.60123195,8,1,2
798,119.625,0.712386825,-14.28337313,8,1,2
799,119.775,0.71274475,-13.96551431,8,1,2
800,119.925,0.7122957,-13.64765548,8,1,2
801,120.075,0.71176945,-13.70539971,8,1,2
802,120.225,0.711877425,-14.0889886,8,1,2
803,120.375,0.71186605,-14.47257749,8,1,2
804,120.525,0.71189355,-14.85616638,8,1,2
805,120.675,0.711829625,-15.23975527,8,1,2
806,120.825,0.7118693,-15.62334416,8,1,2
807,120.975,0.7120313,-15.6380524,8,1,2
808,121.125,0.71226495,-15.3378524,8,1,2
809,121.275,0.712112925,-15.0376524,8,1,2
810,121.425,0.712137,-14.7374524,8,1,2
811,121.575,0.711969975,-14.4372524,8,2,2
812,121.725,0.712023,-14.41280988,8,2,2
813,121.875,0.7120741,-14.62064065,8,2,2
814,122.025,0.71197575,-14.82847142,8,2,2
815,122.175,0.711816325,-15.03630218,8,2,2
816,122.325,0.71127045,-15.24413295,8,2,2
817,122.475,0.7110036,-15.45196372,8,2,2
818,122.625,0.7104508,-15.65979449,8,2,2
819,122.775,0.7103609,-15.86762526,8,2,2
820,122.925,0.7094275,-16.07545603,8,2,2
821,123.075,0.709552925,-16.24119872,8,2,2
822,123.225,0.7098214,-16.40130539,8,2,2
823,123.375,0.709841025,-16.56141205,8,2,2
824,123.525,0.7095437,-16.72151872,8,2,2
825,123.675,0.710136375,-16.88162539,8,2,2
826,123.825,0.7104266,-16.87342524,8,2,2
827,123.975,0.7106996,-16.84340524,8,2,2
828,124.125,0.7109301,-16.81338524,8,2,2
829,124.275,0.71072895,-16.78336524,8,2,2
830,124.425,0.7109416,-16.75334524,8,2,2
831,124.575,0.710945425,-16.72332524,8,2,2
832,124.725,0.71066285,-16.69330524,8,2,2
833,124.875,0.7108391,-16.66328524,8,2,2
834,125.025,0.7103415,-16.63326524,8,2,2
835,125.175,0.710274,-16.60324524,8,2,2
836,125.325,0.71022665,-16.55943218,7,1,2
837,125.476,0.7103304,-16.51394733,7,1,2
838,125.625,0.710486175,-16.46846248,7,1,2
839,125.775,0.7107199,-16.42297764,7,1,2
840,125.925,0.7110624,-16.37749279,7,1,2
841,126.075,0.710628,-16.33200794,7,1,2
842,126.225,0.7106277,-16.28652309,7,1,2
843,126.375,0.7104587,-16.24103824,7,1,2
844,126.525,0.71066455,-16.19555339,7,1,2
845,126.675,0.7109552,-16.15006855,7,1,2
846,126.825,0.7107368,-16.1045837,7,1,2
847,126.975,0.7113749,-15.892348,7,1,2
848,127.125,0.7111786,-15.66142492,7,1,2
849,127.275,0.7109184,-15.43050185,7,1,2
850,127.425,0.7106543,-15.19957877,7,1,2
851,127.575,0.71064525,-15.23659808,7,1,2
852,127.725,0.7109517,-15.47675808,7,1,2
853,127.875,0.7109588,-15.71691808,7,1,2
854,128.025,0.7108979,-15.95707808,7,1,2
855,128.175,0.7109869,-16.19723808,7,1,2
856,128.325,0.71107415,-16.23559465,7,1,2
857,128.475,0.7111339,-16.12301965,7,1,2
858,128.626,0.7110397,-16.01044465,7,1,2
859,128.775,0.710955875,-15.89786965,7,1,2
860,128.925,0.711205,-15.78529465,7,1,2
861,129.075,0.7111035,-15.76755134,7,2,2
862,129.226,0.710823,-16.04630849,7,2,2
863,129.375,0.710313675,-16.32506563,7,2,2
864,129.525,0.71046535,-16.60382277,7,2,2
865,129.675,0.7099478,-16.88257991,7,2,2
866,129.825,0.7108588,-16.93050096,7,2,2
867,129.975,0.711880575,-16.81042096,7,2,2
868,130.125,0.7114295,-16.69034096,7,2,2
869,130.275,0.71068615,-16.57026096,7,2,2
870,130.425,0.7106624,-16.45018096,7,2,2
871,130.575,0.710628875,-16.38907828,7,2,2
872,130.725,0.710584975,-16.37031578,7,2,2
873,130.875,0.7104611,-16.35155328,7,2,2
874,131.025,0.7104299,-16.33279078,7,2,2
875,131.175,0.710671825,-16.31402828,7,2,2
876,131.325,0.71138415,-16.3,7,2,2
877,131.475,0.71121835,-16.3,7,2,2
878,131.625,0.710443725,-16.3,7,2,2
879,131.775,0.709762475,-16.3,7,2,2
880,131.925,0.709865925,-16.3,7,2,2
881,132.075,0.71053815,-16.31534952,7,2,2
882,132.225,0.709350175,-16.37538952,7,2,2
883,132.375,0.7092522,-16.43542952,7,2,2
884,132.525,0.709231125,-16.49546952,7,2,2
885,132.675,0.71002935,-16.55550952,7,2,2
886,132.825,0.709833875,-16.55335144,6,1,2
887,132.975,0.71036595,-16.37323144,6,1,2
888,133.126,0.710465275,-16.19311144,6,1,2
889,133.275,0.71044895,-16.01299144,6,1,2
890,133.425,0.7098921,-15.83287144,6,1,2
891,133.575,0.71026485,-15.69212524,6,1,2
892,133.725,0.71022275,-15.66210524,6,1,2
893,133.875,0.710382725,-15.63208524,6,1,2
894,134.025,0.710438275,-15.60206524,6,1,2
895,134.175,0.710274925,-15.57204524,6,1,2
896,134.325,0.7105906,-15.54202524,6,1,2
897,134.475,0.710996025,-15.51200524,6,1,2
898,134.625,0.711277375,-15.48198524,6,1,2
899,134.775,0.7113028,-15.45196524,6,1,2
900,134.925,0.7118315,-15.42194524,6,1,2
901,135.075,0.7120356,-15.44844856,6,1,2
902,135.225,0.7119945,-15.62856856,6,1,2
903,135.375,0.7118463,-15.80868856,6,1,2
904,135.525,0.7123663,-15.98880856,6,1,2
905,135.675,0.712047925,-16.16892856,6,1,2
906,135.825,0.7117847,-16.34808682,6,1,2
907,135.975,0.7118932,-16.52467506,6,1,2
908,136.125,0.7118475,-16.70126329,6,2,2
909,136.275,0.712082325,-16.87785153,6,2,2
910,136.425,0.7119895,-17.05443976,6,2,2
911,136.575,0.712689,-17.231028,6,2,2
912,136.725,0.7123225,-17.23901747,6,2,2
913,136.875,0.712363125,-17.1389508,6,2,2
914,137.025,0.7119786,-17.03888413,6,2,2
915,137.175,0.711734,-16.93881747,6,2,2
916,137.325,0.7118347,-16.8387508,6,2,2
917,137.475,0.711809775,-16.87074908,6,2,2
918,137.625,0.7112124,-16.98621062,6,2,2
919,137.775,0.7110607,-17.10167215,6,2,2
920,137.925,0.7107483,-17.21713369,6,2,2
921,138.075,0.710981575,-17.24516332,6,2,2
922,138.225,0.7107646,-17.05091626,6,2,2
923,138.375,0.7102156,-16.8566692,6,2,2
924,138.525,0.709796,-16.66242214,6,2,2
925,138.675,0.709658325,-16.46817508,6,2,2
926,138.825,0.7101542,-16.27392802,6,2,2
927,138.975,0.710491,-16.24958603,6,2,2
928,139.125,0.7104607,-16.32963936,6,2,2
929,139.275,0.710326075,-16.40969269,6,2,2
930,139.425,0.710653,-16.48974603,6,2,2
931,139.575,0.7105468,-16.56979936,6,2,2
932,139.725,0.7114859,-16.39747343,6,2,2
933,139.875,0.711546075,-16.07225677,6,2,2
934,140.026,0.7111503,-15.7470401,6,2,2
935,140.175,0.7110523,-15.42182343,6,2,2
936,140.325,0.7108892,-15.5816214,6,2,2
937,140.475,0.7109751,-16.0319214,6,2,2
938,140.625,0.7107943,-16.4822214,6,2,2
939,140.775,0.7112053,-16.9325214,6,2,2
940,140.925,0.7113938,-17.3828214,6,2,2
941,141.075,0.7115136,-17.15250206,5,1,2
942,141.225,0.7117622,-16.89518777,5,1,2
943,141.375,0.711769,-16.63787349,5,1,2
944,141.525,0.711835,-16.3805592,5,1,2
945,141.675,0.7120255,-16.17612064,5,1,2
946,141.825,0.7118202,-16.09606731,5,1,2
947,141.975,0.7119665,-16.01601397,5,1,2
948,142.125,0.7116438,-15.93596064,5,1,2
949,142.275,0.7118375,-15.85590731,5,1,2
950,142.425,0.7117233,-15.84225555,5,1,2
951,142.575,0.7119629,-15.98234888,5,1,2
952,142.725,0.7120176,-16.12244221,5,1,2
953,142.875,0.7119214,-16.26253555,5,1,2
954,143.025,0.7117737,-16.40262888,5,1,2
955,143.175,0.7116722,-16.54272221,5,1,2
956,143.325,0.7117321,-16.68281555,5,1,2
957,143.475,0.7116563,-16.82290888,5,1,2
958,143.625,0.7115001,-16.96300221,5,1,2
959,143.775,0.7116165,-17.10309555,5,1,2
960,143.926,0.7112909,-17.2616984,5,1,2
961,144.076,0.7116807,-17.46183173,5,2,2
962,144.226,0.7116431,-17.66196507,5,2,2
963,144.376,0.7117551,-17.8620984,5,2,2
964,144.526,0.7120905,-18,5,2,2
965,144.675,0.712208675,-18,5,2,2
966,144.825,0.7122895,-18,5,2,2
967,144.976,0.7125714,-18,5,2,2
968,145.125,0.712291425,-18,5,2,2
969,145.275,0.711645375,-18,5,2,2
970,145.425,0.711694275,-18,5,2,2
971,145.575,0.7116241,-18,5,2,2
972,145.725,0.711745025,-18,5,2,2
973,145.875,0.711723625,-18.04216394,5,2,2
974,146.025,0.711607025,-18.08504966,5,2,2
975,146.175,0.7117147,-18.12793537,5,2,2
976,146.325,0.711792675,-18.17082109,5,2,2
977,146.475,0.712342925,-18.19400328,5,2,2
978,146.625,0.7127466,-18.17524078,5,2,2
979,146.776,0.7127117,-18.15647828,5,2,2
980,146.925,0.712337975,-18.13771578,5,2,2
981,147.075,0.711911575,-18.11895328,4,1,2
982,147.225,0.711419,-18.10019078,4,1,2
983,147.375,0.7113603,-17.48589496,4,1,2
984,147.525,0.71091815,-16.86548163,4,1,2
985,147.675,0.710909225,-16.24506829,4,1,2
986,147.825,0.7105197,-15.62465496,4,1,2
987,147.975,0.711011375,-15.00424163,4,1,2
988,148.125,0.710634025,-15.18634225,4,1,2
989,148.275,0.710525975,-15.37396725,4,1,2
990,148.425,0.7115542,-15.56159225,4,1,2
991,148.575,0.711592775,-15.74921725,4,1,2
992,148.725,0.711379375,-15.93684225,4,1,2
993,148.875,0.7111017,-16.04685826,4,1,2
994,149.025,0.711282625,-16.11749355,4,1,2
995,149.175,0.711344675,-16.18812885,4,1,2
996,149.325,0.711481775,-16.25876414,4,1,2
997,149.475,0.7120216,-16.32939944,4,1,2
998,149.625,0.7118762,-16.40008434,4,1,2
999,149.775,0.71165735,-16.5716272,4,1,2
1000,149.925,0.71174495,-16.74317006,4,1,2
1001,150.075,0.7114292,-16.91471291,4,2,2
1002,150.225,0.711193775,-17.08625577,4,2,2
1003,150.376,0.7111406,-17.11330206,4,2,2
1004,150.526,0.7111868,-16.85598777,4,2,2
1005,150.676,0.71113095,-16.59867349,4,2,2
1006,150.826,0.71103935,-16.3413592,4,2,2
1007,150.976,0.71113305,-16.08404491,4,2,2
1008,151.126,0.7113277,-15.88629198,4,2,2
1009,151.276,0.7112865,-15.71742948,4,2,2
1010,151.426,0.71118925,-15.54856698,4,2,2
1011,151.576,0.7111175,-15.37970448,4,2,2
1012,151.726,0.7111206,-15.21084198,4,2,2
1013,151.876,0.71124195,-15.19708009,4,2,2
1014,152.026,0.71126105,-15.47962127,4,2,2
1015,152.176,0.7114129,-15.76216245,4,2,2
1016,152.326,0.7114994,-16.04470362,4,2,2
1017,152.476,0.7114272,-16.3272448,4,2,2
1018,152.626,0.71096075,-16.60978598,4,2,2
1019,152.775,0.71105395,-16.76811587,4,2,2
1020,152.925,0.71131185,-16.86818253,4,2,2
1021,153.075,0.7111379,-16.9682492,3,1,2
1022,153.225,0.71117375,-17.06831587,3,1,2
1023,153.375,0.7111642,-17.16838253,3,1,2
1024,153.525,0.7109926,-16.971836,3,1,2
1025,153.675,0.7107793,-16.63828044,3,1,2
1026,153.825,0.70999465,-16.30472489,3,1,2
1027,153.975,0.70990395,-15.97116933,3,1,2
1028,154.125,0.71032615,-15.63761378,3,1,2
1029,154.275,0.7097825,-15.30405822,3,1,2
1030,154.425,0.7093915,-15.21147487,3,1,2
1031,154.575,0.7100351,-15.22815264,3,1,2
1032,154.725,0.7101689,-15.24483042,3,1,2
1033,154.875,0.71116225,-15.2615082,3,1,2
1034,155.025,0.7109764,-15.27818598,3,1,2
1035,155.175,0.7107319,-15.29486376,3,1,2
1036,155.325,0.710901,-15.31483911,3,1,2
1037,155.475,0.711301,-15.33628197,3,1,2
1038,155.625,0.7111888,-15.35772483,3,1,2
1039,155.775,0.71161845,-15.37916769,3,1,2
1040,155.926,0.711603,-15.4,3,2,2
1041,156.075,0.7116066,-15.4,3,2,2
1042,156.225,0.7115519,-15.4,3,2,2
1043,156.375,0.7112541,-15.4,3,2,2
1044,156.525,0.7114274,-15.4,3,2,2
1045,156.675,0.7117121,-15.4,3,2,2
1046,156.825,0.7120347,-15.36298572,3,2,2
1047,156.975,0.71168465,-15.31000925,3,2,2
1048,157.126,0.7112977,-15.25703278,3,2,2
1049,157.275,0.7113986,-15.20405631,3,2,2
1050,157.425,0.7113079,-15.15107984,3,2,2
1051,157.575,0.7113052,-15.10948318,3,2,2
1052,157.725,0.7115992,-15.37436553,3,2,2
1053,157.875,0.7112258,-15.63924788,3,2,2
1054,158.025,0.7115466,-15.90413024,3,2,2
1055,158.175,0.7112672,-16.16901259,3,2,2
1056,158.325,0.7111238,-16.43389494,3,2,2
1057,158.475,0.7110525,-16.60658515,3,2,2
1058,158.625,0.7109801,-16.62424398,2,1,1
1059,158.775,0.710919,-16.6419028,2,1,1
1060,158.925,0.7111863,-16.65956162,2,1,1
1061,159.075,0.7108152,-16.67722045,2,1,1
1062,159.225,0.710668375,-16.69487927,2,1,1
1063,159.376,0.7103211,-16.74262952,2,1,1
1064,159.525,0.7101983,-16.80266952,2,1,1
1065,159.675,0.7103387,-16.86270952,2,1,1
1066,159.825,0.7102127,-16.92274952,2,1,1
1067,159.975,0.710435775,-16.98278952,2,1,1
1068,160.125,0.710060425,-16.90631043,2,1,1
1069,160.276,0.7093885,-16.77497293,2,1,1
1070,160.425,0.7096734,-16.64363543,2,1,1
1071,160.575,0.710252,-16.51229793,2,1,1
1072,160.725,0.7102873,-16.38096043,2,1,1
1073,160.875,0.710439,-16.34741372,2,1,1
1074,161.025,0.7107548,-16.47102548,2,1,1
1075,161.175,0.7104818,-16.59463725,2,1,1
1076,161.325,0.7111076,-16.71824901,2,1,1
1077,161.475,0.7112618,-16.84186078,2,1,1
1078,161.625,0.710756,-16.96547254,2,1,1
1079,161.775,0.71140705,-16.6291184,2,1,1
1080,161.926,0.7116373,-16.11448983,2,2,1
1081,162.075,0.7117733,-15.59986126,2,2,1
1082,162.225,0.7113934,-15.08523269,2,2,1
1083,162.375,0.7111345,-14.61371808,2,2,1
1084,162.525,0.710754,-14.85387808,2,2,1
1085,162.675,0.7103954,-15.09403808,2,2,1
1086,162.825,0.7111461,-15.33419808,2,2,1
1087,162.975,0.7111025,-15.57435808,2,2,1
1088,163.125,0.7112457,-15.81494508,2,2,1
1089,163.275,0.7110436,-16.06216861,2,2,1
1090,163.425,0.710782625,-16.30939214,2,2,1
1091,163.576,0.711031,-16.55661567,2,2,1
1092,163.725,0.7111114,-16.8038392,2,2,1
1093,163.875,0.7110028,-17.05106273,2,2,1
1094,164.025,0.7110831,-17.04335628,2,2,1
1095,164.175,0.7112846,-16.64934377,2,2,1
1096,164.325,0.7115435,-16.25533127,2,2,1
1097,164.475,0.7115187,-15.86131878,2,2,1
1098,164.625,0.7114448,-15.46730628,2,2,1
1099,164.775,0.7113868,-15.1421486,2,2,1
1100,164.925,0.7116693,-15.76399146,2,2,1
1101,165.075,0.7107782,-16.38583431,1,1,1
1102,165.225,0.7111263,-17.00767717,1,1,1
1103,165.375,0.711265,-17.62952003,1,1,1
1104,165.526,0.7112595,-18.00933443,1,1,1
1105,165.676,0.71130035,-18.03242674,1,1,1
1106,165.826,0.7112139,-18.05551905,1,1,1
1107,165.976,0.71145375,-18.07861135,1,1,1
1108,166.126,0.71148925,-18.06899336,1,1,1
1109,166.275,0.71146865,-17.64871336,1,1,1
1110,166.425,0.7115624,-17.22843336,1,1,1
1111,166.575,0.7114951,-16.80815336,1,1,1
1112,166.725,0.7113291,-16.38787336,1,1,1
1113,166.875,0.71087375,-15.99276638,1,1,1
1114,167.025,0.71086315,-15.89895388,1,1,1
1115,167.175,0.71090685,-15.80514138,1,1,1
1116,167.325,0.710897,-15.71132888,1,1,1
1117,167.475,0.7109484,-15.61751638,1,1,1
1118,167.625,0.7108693,-15.52370388,1,2,1
1119,167.775,0.7109238,-15.85254623,1,2,1
1120,167.925,0.711054,-16.32428909,1,2,1
1121,168.075,0.711061,-16.79603194,1,2,1
1122,168.225,0.71105795,-17.2677748,1,2,1
1123,168.375,0.71106255,-17.69613114,1,2,1
1124,168.525,0.71133005,-17.64994652,1,2,1
1125,168.675,0.71125415,-17.60376191,1,2,1
1126,168.825,0.7111704,-17.55757729,1,2,1
1127,168.975,0.7113801,-17.51139268,1,2,1
1128,169.125,0.7112359,-17.68091808,1,2,1
1129,169.275,0.71109885,-17.92107808,1,2,1
1130,169.425,0.7107736,-18.16123808,1,2,1
1131,169.575,0.71087355,-18.40139808,1,2,1
1132,169.725,0.71098205,-18.64155808,1,2,1
1133,169.875,0.71103675,-18.88171808,1,2,1
